Light_Intensity,Temperature,Humidity,Minute_Of_Day,LED_On
50.9,30.4,67.2,1313,1
30.3,28.9,80.7,1226,1
218.0,29.8,73.5,968,0
145.2,26.4,79.7,819,0
159.1,27.9,97.5,802,0
109.8,32.6,91.8,906,1
225.7,30.5,66.4,976,0
25.6,24.6,54.9,336,0
0.0,26.1,87.1,366,1
55.6,29.3,64.0,29,0
174.7,27.6,78.6,852,0
0.0,32.2,74.5,1157,1
0.0,29.6,65.3,1230,1
36.7,30.2,77.6,1041,0
184.5,24.4,82.7,733,0
0.0,32.4,62.4,1397,1
0.0,27.0,49.9,94,0
26.4,29.6,66.8,1096,1
363.2,26.6,92.5,858,0
327.9,23.6,90.8,690,0
366.1,31.3,85.3,878,0
0.0,33.0,84.0,1072,1
367.3,27.9,85.3,815,0
0.0,24.4,58.7,314,0
372.3,25.0,75.8,688,0
0.0,35.0,76.3,1199,1
0.0,30.8,52.4,1375,0
25.1,23.0,66.0,339,0
31.6,25.6,74.3,495,1
0.0,26.5,70.0,212,0
223.7,29.7,78.4,984,0
14.3,28.6,66.8,75,0
71.6,28.7,85.9,929,1
0.0,31.8,68.2,1436,1
353.7,26.4,91.6,813,0
0.0,24.8,78.9,421,1
389.1,29.1,76.7,819,0
0.0,32.0,55.4,103,0
101.7,27.2,85.3,942,1
22.8,29.0,67.1,217,0
26.3,32.3,64.9,50,0
10.8,34.0,61.0,1379,1
0.0,32.0,71.9,1157,1
133.5,26.5,72.5,784,1
93.0,22.0,66.3,466,1
8.5,28.2,89.8,159,0
32.5,29.6,52.7,245,0
0.0,25.8,64.1,311,1
0.0,31.4,58.5,1310,1
103.3,25.3,68.2,431,1
0.0,22.8,68.7,311,0
9.1,24.6,61.9,308,1
32.0,28.6,73.5,235,0
70.8,25.7,75.6,401,1
5.1,29.8,68.9,1401,1
25.8,35.0,77.0,1128,1
0.7,22.0,69.3,409,1
49.4,28.6,60.0,135,0
28.7,25.8,88.1,423,1
13.4,32.5,65.9,49,0
27.5,30.2,66.0,2,1
398.0,28.5,85.4,795,1
0.0,25.2,73.1,313,0
71.9,27.5,70.5,595,1
417.0,27.6,87.6,820,0
14.7,29.3,88.4,217,0
11.8,22.9,73.0,303,0
139.9,28.8,95.9,958,1
29.0,33.1,71.2,1201,1
16.3,31.1,67.4,54,0
20.2,24.0,75.0,309,0
184.2,22.0,64.5,490,0
362.4,24.5,71.6,878,0
107.5,23.3,83.2,685,1
4.5,33.6,80.2,176,0
161.0,22.0,80.0,636,0
117.0,27.7,87.8,865,1
7.6,27.4,58.9,123,0
163.6,27.0,92.2,805,0
0.0,28.9,53.6,97,0
40.5,25.0,76.6,207,0
9.6,33.5,74.7,1081,1
104.3,22.0,83.2,661,1
2.9,32.8,70.9,75,0
243.6,30.9,90.8,1019,0
3.0,26.2,53.9,176,0
93.6,22.8,87.6,562,1
266.5,31.3,68.8,922,0
0.0,29.2,62.6,1272,1
43.6,24.1,59.8,500,0
180.6,24.5,81.5,638,1
34.6,31.9,71.6,1224,1
378.7,29.1,91.3,897,0
0.0,29.3,68.9,156,0
286.7,29.9,82.5,956,0
34.4,34.2,77.4,1248,1
0.0,32.5,80.8,1212,1
3.1,31.0,78.4,1214,1
353.4,22.9,98.0,687,1
26.6,31.6,62.1,1322,1
3.2,26.8,80.2,262,0
0.0,22.0,63.3,363,1
46.1,24.9,70.0,526,1
47.4,30.3,69.9,1249,1
42.9,29.0,73.8,1079,1
27.3,32.3,75.6,1202,0
52.9,22.0,81.2,458,1
359.1,28.1,97.3,667,0
0.0,33.7,76.8,1182,1
0.0,26.7,69.1,84,0
316.0,23.8,73.0,593,0
0.0,31.8,73.0,1137,1
138.4,22.5,87.4,520,1
27.6,29.8,88.8,1431,1
47.1,23.9,70.9,431,1
4.8,30.8,74.8,1384,1
32.8,30.6,65.5,1412,1
0.0,30.9,66.3,1425,1
15.3,30.7,58.4,24,0
18.7,24.5,68.6,324,0
440.2,26.0,83.9,716,0
0.0,33.2,72.4,1414,1
1.3,32.4,87.1,1094,1
198.0,33.5,76.1,1001,0
0.0,26.2,60.9,85,0
390.8,23.4,89.7,609,0
12.2,31.6,75.6,1043,1
0.0,31.9,74.9,1354,1
12.5,31.1,73.0,1288,1
324.7,25.8,78.9,637,0
111.2,31.2,85.0,1024,1
60.4,26.5,81.6,443,1
350.8,25.9,81.9,858,0
80.7,24.1,83.7,525,1
76.7,27.1,75.7,888,1
16.8,26.3,71.8,403,1
9.8,33.0,78.7,1148,0
216.2,25.0,82.8,745,1
434.1,28.0,88.6,744,0
0.0,30.0,53.4,34,0
37.6,29.4,71.9,1189,1
0.0,26.5,69.9,215,0
28.8,35.5,60.4,1393,1
45.1,26.6,68.8,235,0
63.8,27.4,69.7,185,0
388.1,26.6,76.8,751,0
22.4,28.9,45.0,85,0
36.4,34.5,59.1,1334,0
152.7,29.5,66.8,888,0
0.0,28.3,73.7,210,0
8.5,24.6,81.5,355,0
19.1,29.4,57.0,156,0
0.0,23.9,66.5,397,1
0.0,26.0,69.4,352,0
0.0,32.1,61.0,177,0
28.9,30.1,61.9,216,1
124.9,23.9,68.3,558,1
21.3,32.4,69.6,1213,1
192.5,22.0,72.6,515,0
16.1,24.7,59.8,336,0
0.0,27.4,68.5,1150,1
345.1,26.4,84.7,626,0
0.0,23.0,73.2,361,1
42.2,30.6,81.6,1041,1
0.0,26.1,83.4,181,0
14.5,28.1,69.6,259,0
67.0,29.7,79.1,223,0
3.5,29.8,56.6,227,0
401.4,23.4,58.4,736,0
358.1,30.3,75.3,903,0
126.1,25.2,81.4,793,1
361.3,24.8,74.0,606,0
49.8,31.0,70.3,74,0
0.0,31.3,63.0,1289,1
180.1,27.4,83.3,795,0
7.4,29.6,65.0,1419,0
0.0,33.0,75.1,1381,1
0.0,24.1,70.1,378,1
345.5,23.5,79.7,600,0
0.0,27.6,77.8,210,0
0.0,26.4,86.8,414,1
100.8,26.2,93.8,903,1
0.0,26.1,83.7,326,0
16.4,24.2,53.7,357,0
19.4,30.4,57.5,115,0
0.0,29.8,81.7,1432,1
43.9,22.4,82.1,444,1
0.0,23.1,89.1,381,1
0.0,31.2,72.5,1422,1
134.5,28.0,88.8,789,1
94.4,22.8,84.5,529,1
297.8,28.1,82.4,872,0
38.8,30.6,68.2,1308,1
78.2,30.1,68.6,1067,1
382.0,24.2,80.3,703,0
0.0,30.0,62.8,1379,1
0.0,29.0,78.0,1109,1
432.9,25.9,90.8,749,0
59.5,26.8,82.6,375,1
114.4,24.3,97.3,548,1
248.0,23.5,89.6,556,0
0.0,30.6,71.7,94,0
190.0,26.0,74.0,839,0
405.1,26.4,72.1,769,0
0.0,28.8,70.8,1306,1
72.6,25.2,70.0,314,0
111.4,23.3,81.2,527,1
176.5,22.3,76.2,747,0
183.3,23.1,80.1,499,0
197.2,22.0,81.0,752,0
30.3,24.8,73.7,272,0
151.4,28.0,89.5,815,0
41.0,24.2,72.6,252,0
111.4,22.6,71.0,483,1
111.7,22.0,76.5,442,1
0.0,25.1,88.5,367,1
10.8,23.3,73.5,432,0
0.0,31.8,62.5,1283,1
44.2,30.3,72.5,159,0
0.0,29.5,61.9,1365,1
4.3,33.4,58.1,1409,1
90.8,27.5,78.2,899,1
91.9,26.2,85.3,449,1
0.0,29.8,63.5,24,0
9.7,22.0,81.5,392,1
0.0,29.0,84.5,1088,1
34.1,28.5,61.9,85,0
418.9,23.6,83.4,803,0
41.9,31.9,75.7,1052,1
344.4,29.6,77.3,878,0
410.7,24.0,92.7,804,1
0.0,30.3,62.0,1431,1
32.7,31.3,66.7,1124,1
8.9,32.8,88.7,1094,1
0.0,32.7,66.1,1300,1
135.4,29.2,79.5,1007,1
8.2,29.0,63.3,1308,1
0.0,31.5,65.8,1120,0
118.1,28.8,70.1,905,1
0.0,30.2,79.3,1159,0
0.0,35.7,70.5,1123,1
30.6,30.3,48.1,15,0
20.6,30.2,68.5,1139,1
18.6,23.4,72.7,380,1
0.0,33.1,60.4,1334,1
112.7,26.9,87.6,638,1
20.3,27.2,66.6,281,0
223.1,32.0,86.9,963,0
324.4,22.1,90.6,623,0
0.0,30.7,57.3,1382,1
115.3,22.0,71.8,469,1
280.0,25.7,90.5,540,0
189.3,27.0,86.9,689,0
73.9,22.2,87.6,552,1
356.4,24.8,90.6,773,0
74.3,28.9,72.1,1037,1
301.4,24.6,98.0,579,1
2.7,31.3,82.9,1090,1
0.0,31.9,69.0,1181,1
94.1,29.3,88.3,988,1
7.8,35.5,71.5,1143,1
122.1,31.0,83.0,924,1
0.0,25.7,65.0,275,0
23.1,24.9,59.2,155,0
374.0,24.6,89.9,883,0
28.8,25.8,59.8,99,0
413.7,26.9,78.8,747,0
9.6,31.5,65.4,1304,1
116.9,26.6,69.0,427,1
38.0,32.9,66.7,1340,1
195.4,25.5,75.9,994,0
0.0,25.3,75.9,223,0
14.8,28.1,83.2,1097,1
25.6,31.1,67.8,1306,1
197.0,24.6,73.3,504,0
21.0,31.6,64.7,1365,1
321.2,28.0,80.7,880,0
199.7,22.0,92.7,484,0
46.9,35.4,62.7,1426,1
24.2,32.3,71.8,1207,1
60.6,27.1,85.2,502,1
139.2,28.6,96.3,782,1
0.0,32.7,63.5,1363,1
48.9,33.2,58.3,1236,1
83.3,27.9,83.1,930,1
0.0,29.6,74.4,1408,1
0.0,31.3,69.4,1360,1
201.6,29.7,75.6,979,0
378.5,22.0,82.3,722,0
203.9,24.0,73.1,502,0
356.7,29.1,81.8,879,1
0.0,22.0,68.0,380,1
0.0,27.9,68.1,12,0
32.6,30.1,69.0,7,0
15.5,26.8,70.7,244,0
0.0,30.5,72.4,1404,1
33.9,24.7,89.8,518,1
332.6,25.4,96.2,696,0
3.6,24.4,73.4,340,0
406.1,25.9,80.7,724,0
36.3,24.1,60.0,427,1
119.7,28.0,80.0,883,1
30.7,24.9,62.2,303,0
10.9,25.9,72.6,340,0
0.0,28.9,74.4,239,0
321.0,25.4,89.6,653,0
0.0,27.4,76.6,1221,1
93.1,28.1,65.7,1033,1
9.5,29.2,54.6,138,0
15.2,26.4,76.6,132,0
129.8,27.5,68.5,694,1
0.0,29.0,75.6,1203,1
13.3,33.7,68.5,1232,1
31.4,23.4,69.7,321,0
51.9,34.2,71.6,1200,1
16.1,23.7,86.9,310,0
81.6,22.2,71.2,435,1
156.9,28.2,80.4,843,0
36.9,27.9,86.6,1048,1
0.0,30.0,65.4,1178,1
111.7,30.8,88.9,943,1
17.1,28.1,72.1,337,0
43.8,31.5,52.1,1223,1
82.1,29.0,80.9,1011,1
55.5,22.0,80.7,488,1
0.0,32.7,76.7,1137,1
66.7,29.9,83.1,1027,1
0.0,29.0,71.1,1333,1
53.1,26.6,70.0,254,0
0.0,22.5,81.6,352,0
151.9,25.5,81.7,681,0
379.4,23.8,86.0,636,0
300.9,29.4,75.1,914,0
0.0,29.0,55.9,1145,1
114.4,30.4,73.7,960,1
0.0,28.3,73.2,1159,1
88.5,24.5,67.2,520,1
0.0,29.8,57.9,35,0
13.6,24.3,80.1,121,0
33.4,32.0,67.7,1205,1
34.7,32.9,70.0,1321,0
107.1,23.1,73.1,482,1
93.5,29.3,56.9,1266,1
0.0,30.6,66.9,1099,1
372.9,22.0,93.5,768,0
16.3,32.1,64.0,1360,0
360.0,28.5,85.6,833,0
0.0,30.9,66.7,1180,1
0.0,30.9,80.9,1130,1
60.4,33.7,77.6,1324,1
20.7,27.6,93.0,384,1
16.2,28.4,73.1,217,0
336.2,23.1,76.9,677,0
0.0,33.9,51.3,1320,1
429.3,28.2,95.2,804,0
0.0,29.5,50.6,76,0
74.5,30.6,64.4,45,0
117.0,33.0,85.7,1034,1
4.6,28.1,85.9,1144,1
94.1,23.8,70.4,436,1
0.1,25.7,67.6,140,0
0.0,26.0,71.4,352,0
32.9,30.2,62.1,1314,1
413.3,32.2,94.9,742,0
192.3,25.5,84.6,522,1
196.7,22.0,70.5,489,0
24.5,33.8,70.8,1156,1
260.9,23.2,77.0,536,0
184.5,28.2,87.1,840,0
165.6,25.7,98.0,756,0
0.0,28.2,70.6,1307,1
236.8,27.8,79.8,906,0
12.4,26.8,64.6,71,0
362.9,22.1,87.9,819,0
7.3,24.1,58.6,349,0
11.1,28.5,74.2,60,0
125.0,22.0,78.9,439,1
0.0,29.1,66.9,223,0
0.0,32.7,66.7,1230,1
0.0,31.0,64.8,1383,1
394.2,28.0,77.0,805,0
144.6,25.6,70.6,611,1
79.3,31.4,69.6,1401,1
86.8,30.1,78.7,780,1
187.9,22.0,86.5,660,0
314.6,30.1,80.5,902,0
0.0,24.4,82.8,352,0
0.0,34.7,76.2,1151,0
55.6,30.7,73.8,53,0
135.9,24.9,90.7,680,1
0.0,27.4,89.1,372,0
107.1,23.8,65.1,432,1
215.4,24.8,91.7,532,0
31.8,27.8,59.0,100,0
231.2,30.3,71.3,977,0
26.2,36.0,62.4,1199,1
102.8,27.7,81.7,779,0
7.1,26.9,73.4,272,0
133.1,22.0,93.1,545,1
175.1,29.9,69.4,684,0
58.7,27.6,82.4,982,0
0.0,32.1,62.1,1223,1
0.0,26.1,62.4,336,0
16.5,29.3,61.9,145,0
376.6,26.6,84.4,843,0
4.3,25.9,69.7,397,1
0.0,22.7,62.5,334,0
6.0,30.3,64.6,228,0
0.0,28.9,79.6,1090,1
0.0,25.0,73.2,275,0
0.0,29.1,62.2,144,0
176.0,23.7,78.6,499,0
0.0,28.2,66.2,300,0
446.5,28.5,86.8,749,0
0.0,32.9,74.9,1263,1
0.0,30.4,66.1,1162,1
0.0,26.7,63.9,214,0
46.6,26.1,69.9,101,0
8.9,25.3,88.2,201,0
95.1,23.6,83.1,450,1
137.8,27.8,83.6,720,1
147.6,25.0,73.7,598,1
79.3,30.3,86.1,1023,1
206.3,22.5,73.5,498,0
0.0,31.5,63.3,29,1
414.4,24.8,81.9,720,0
88.5,32.2,76.9,1067,1
367.6,29.0,76.1,858,0
0.0,31.2,73.0,111,0
188.8,22.8,87.2,620,0
433.8,26.1,82.2,801,0
34.6,31.9,66.0,1309,1
147.0,27.4,80.9,841,1
363.2,25.6,85.6,785,0
211.9,27.7,75.8,920,0
9.4,28.9,58.0,1352,0
161.8,26.5,81.8,858,0
0.0,32.9,80.1,1106,1
212.5,25.8,92.3,516,0
0.0,26.6,71.5,268,0
16.8,25.5,76.5,299,1
120.1,24.3,90.2,627,1
0.0,34.7,75.0,1173,1
0.8,32.5,69.0,1380,1
0.0,22.0,64.8,227,0
33.3,30.2,66.6,1164,1
104.1,29.8,69.9,1040,0
0.0,31.1,64.8,153,0
0.0,28.2,70.1,205,0
404.1,24.1,81.9,815,0
0.0,25.9,74.6,394,0
124.8,29.9,65.7,442,1
0.0,32.5,83.5,1396,1
274.5,27.3,94.9,946,0
0.5,34.9,71.0,1181,1
413.2,28.7,86.0,851,0
0.0,23.2,88.3,403,1
218.8,30.1,86.3,979,0
23.2,31.4,63.4,1298,1
58.5,30.5,72.0,1286,1
44.4,29.4,56.9,1301,1
372.5,24.0,86.8,696,0
9.9,30.7,79.9,1039,1
0.0,32.4,50.4,1431,1
393.4,24.4,92.9,790,0
169.0,25.2,87.2,867,0
172.9,28.2,81.0,841,0
0.0,25.3,67.9,263,0
114.5,28.2,88.8,915,1
43.8,24.2,65.3,251,1
0.0,27.3,60.3,75,0
0.0,29.6,66.5,1175,1
114.6,22.0,86.3,481,1
0.0,32.5,73.0,1284,0
191.3,25.0,70.9,508,0
14.5,30.3,69.1,207,0
332.5,29.2,86.0,849,0
378.8,24.5,93.1,644,0
87.9,30.9,61.7,22,0
79.3,30.1,73.4,1051,0
5.3,28.3,69.2,30,0
103.7,25.4,73.3,438,1
292.2,29.7,87.4,914,0
0.0,29.3,69.8,1314,0
21.9,30.8,63.7,1052,1
0.0,30.2,65.9,1319,0
66.2,25.8,81.7,496,1
373.0,24.3,90.3,711,0
0.0,34.9,71.0,1115,1
44.1,33.2,71.0,1039,1
0.0,23.8,63.2,248,0
0.0,27.7,66.9,97,0
2.8,25.9,75.2,362,1
282.7,24.2,76.5,593,0
126.6,27.4,87.2,841,1
0.3,24.6,76.6,377,1
0.0,25.8,65.3,262,0
311.3,30.0,79.0,858,0
62.2,31.3,86.3,1146,1
0.0,32.8,55.2,1174,1
354.4,28.9,71.4,899,1
360.7,26.6,80.4,599,0
0.0,30.7,73.2,1429,1
400.2,27.3,77.7,799,0
182.9,24.9,86.7,559,0
30.5,28.7,65.9,978,1
47.7,31.7,67.9,1240,1
161.2,25.1,87.1,795,1
0.0,30.4,72.2,97,1
114.6,32.2,86.9,920,1
389.1,22.2,69.9,748,0
127.3,26.0,80.1,523,1
0.0,24.4,69.3,419,1
134.1,31.6,81.2,937,1
267.0,24.7,79.6,584,0
15.3,32.8,70.9,1438,1
0.0,31.7,67.7,1283,1
157.4,24.1,81.9,516,0
42.6,33.8,68.4,1288,0
18.7,36.4,48.6,1350,1
23.1,23.5,75.3,404,1
261.0,29.3,81.8,951,1
115.5,22.6,83.9,518,0
15.1,30.4,69.1,1391,1
204.5,29.0,65.6,989,0
31.0,29.9,63.7,1192,1
0.0,25.6,75.6,363,1
385.3,24.9,88.0,629,0
21.5,22.3,75.1,424,1
1.0,22.2,79.1,375,1
0.0,33.2,90.7,1106,1
0.0,30.9,76.4,1143,1
372.4,29.7,95.8,667,0
0.0,24.4,72.8,407,1
120.1,24.2,82.6,427,1
0.0,24.1,83.2,376,1
21.3,22.4,80.8,345,0
70.4,22.0,63.7,523,1
385.2,28.8,80.4,722,0
18.9,27.2,81.9,386,1
87.2,22.2,65.9,471,1
59.6,32.9,61.4,1293,1
93.0,32.7,84.6,1004,1
39.0,27.3,74.1,980,1
279.3,29.0,72.9,942,0
0.0,30.8,78.9,1283,1
0.0,29.4,61.4,103,1
73.1,26.6,68.7,469,1
112.4,30.8,71.2,1000,1
378.3,27.2,95.0,748,0
124.8,26.4,80.2,1058,1
27.5,32.2,75.9,1385,1
3.2,31.8,65.9,1315,1
311.4,28.5,82.8,553,0
16.7,30.2,58.1,109,0
43.6,28.4,72.7,73,1
351.2,30.7,76.4,816,0
287.3,28.9,96.8,951,0
6.0,25.1,66.1,383,1
0.0,29.2,59.3,1212,1
0.0,30.7,72.8,1200,1
0.0,29.4,59.3,1391,1
387.7,24.8,80.6,710,0
0.0,29.0,74.7,1361,1
347.6,23.5,96.6,803,0
42.3,27.2,68.6,216,0
13.6,24.0,65.5,199,0
19.7,32.3,74.9,1025,1
7.1,31.9,69.8,131,0
0.0,30.5,46.4,20,0
153.1,30.5,79.2,962,0
8.2,22.0,66.4,386,1
332.0,30.3,84.2,945,0
50.8,25.8,68.3,292,0
3.1,32.4,75.8,1115,1
0.0,22.2,76.4,376,1
171.4,26.4,88.0,828,0
9.7,31.5,59.0,105,0
0.0,26.5,75.8,134,0
255.8,29.4,81.1,998,0
101.3,30.8,83.6,903,1
132.2,25.5,77.2,436,1
107.8,32.9,73.0,1057,0
143.0,26.6,88.3,850,1
0.0,24.2,76.8,371,1
233.0,22.2,96.5,526,0
25.7,23.3,66.5,331,0
109.2,28.9,88.8,1046,1
72.5,30.7,77.5,1063,1
18.9,34.0,64.8,1422,1
115.6,29.5,77.7,806,1
357.3,28.0,87.7,828,0
384.6,25.1,83.2,819,0
0.0,24.9,71.8,223,0
43.4,26.4,60.5,208,0
339.9,28.8,85.4,848,0
142.7,29.1,83.8,882,0
74.1,31.3,74.0,1022,0
173.9,26.8,85.5,818,0
0.0,30.4,65.0,28,0
273.1,23.0,86.5,560,0
43.5,29.0,79.4,1174,1
152.4,23.6,86.1,592,0
135.6,24.5,83.3,587,1
6.3,30.6,57.0,1389,1
0.0,26.0,59.9,82,0
32.7,23.7,84.7,458,1
0.0,28.8,68.4,24,1
18.0,32.7,61.9,23,0
2.4,28.1,75.0,199,0
0.0,22.0,69.8,374,1
246.2,24.1,73.2,500,0
317.2,26.8,90.1,952,0
0.0,23.1,80.8,281,0
18.3,24.5,61.4,71,0
0.0,33.2,72.2,1337,0
364.5,26.6,90.6,659,0
99.3,27.8,78.7,1042,1
0.0,33.7,73.4,1134,1
423.7,30.2,80.2,760,0
49.3,30.4,66.6,1408,1
134.5,22.7,81.6,640,1
18.2,31.7,80.9,1175,1
51.4,33.8,83.7,1084,1
51.9,32.6,79.6,998,1
0.0,25.9,74.2,265,0
362.7,24.2,88.3,758,0
26.7,32.3,84.9,1150,1
0.0,29.8,65.0,41,0
129.9,24.4,85.3,550,1
144.3,23.4,76.5,475,1
0.0,31.2,70.4,1435,1
80.7,22.0,73.9,437,1
20.1,32.2,65.6,1091,1
3.6,27.4,88.4,356,0
315.5,24.8,79.3,675,0
46.0,24.8,65.5,386,1
129.7,25.8,85.6,935,1
68.6,25.0,80.4,496,1
0.0,33.9,61.4,1248,1
29.5,35.1,69.2,1280,1
281.5,22.0,77.4,594,0
114.9,25.2,72.1,576,1
117.7,22.0,85.8,570,1
0.0,32.6,73.3,1184,1
272.0,27.9,87.1,934,0
0.0,31.0,58.5,26,0
177.2,30.9,86.8,982,0
11.9,32.2,62.3,1231,1
400.9,26.1,85.0,796,0
50.6,31.8,71.4,1090,1
0.0,33.9,63.1,1200,1
28.1,32.5,74.8,1227,1
122.7,31.6,84.1,977,1
414.9,24.2,82.8,828,0
26.5,24.3,76.0,460,1
0.0,31.0,70.3,1219,1
53.3,33.6,70.7,1206,1
194.4,25.1,72.9,516,0
40.5,23.1,75.5,435,1
145.4,26.3,78.1,758,1
223.2,29.7,84.6,1004,0
0.0,32.2,56.7,1124,1
0.0,25.2,74.0,406,1
170.6,30.1,85.3,982,0
54.7,27.3,66.5,31,0
16.5,29.0,64.5,288,0
0.0,27.3,51.7,316,0
0.0,29.2,68.1,118,0
241.4,30.1,89.6,918,0
44.6,33.1,66.9,1301,1
0.0,24.6,76.8,273,0
18.7,28.5,71.7,253,0
134.9,22.0,84.5,714,1
1.8,24.6,70.1,122,0
255.3,27.6,82.2,938,0
2.3,25.8,82.5,324,0
169.8,28.3,88.8,899,0
349.6,28.1,84.1,850,0
294.1,28.9,96.5,948,0
2.1,31.2,68.2,1154,1
448.9,23.4,88.9,738,0
361.9,22.4,89.0,702,0
278.7,22.0,90.3,554,0
392.0,24.8,87.5,794,0
0.0,26.2,63.6,97,0
5.4,25.1,66.0,134,0
200.9,23.5,83.9,488,1
142.0,26.6,98.0,604,1
142.1,25.4,71.7,618,0
0.0,30.0,75.9,1283,1
234.1,22.8,90.6,568,0
160.0,30.8,91.3,839,0
173.2,23.0,80.5,484,0
0.0,29.7,69.0,1161,1
0.0,31.4,66.2,1212,1
68.7,23.0,89.7,589,0
14.0,30.2,75.0,1311,1
101.0,24.1,67.5,528,1
34.7,28.5,63.4,286,0
90.1,22.0,76.6,465,1
139.8,25.3,79.7,628,1
14.6,32.0,70.4,15,0
39.8,32.9,65.9,1235,1
230.3,26.2,98.0,556,0
0.0,31.1,61.4,19,0
45.0,30.5,61.0,1273,1
0.0,28.1,83.3,409,1
413.9,28.0,82.7,785,0
42.4,30.6,77.2,261,0
224.1,26.3,90.6,999,0
0.0,36.6,76.5,1268,1
0.0,33.7,66.5,1231,1
1.9,26.1,60.1,323,0
165.7,27.2,95.3,932,0
190.9,26.0,73.1,612,0
122.1,26.5,98.0,574,1
298.6,24.5,82.6,845,0
4.9,25.7,72.9,408,1
0.0,30.2,62.2,1359,1
3.2,30.2,66.0,89,0
104.9,23.1,79.5,697,1
7.3,34.0,78.6,1095,1
109.4,25.0,84.1,660,0
206.9,30.5,73.4,941,0
10.8,27.1,64.8,317,0
59.4,28.6,64.0,141,0
0.0,27.3,47.8,85,0
0.0,33.1,59.8,1153,1
35.6,25.8,80.0,295,0
381.3,24.9,93.4,636,1
6.4,27.3,73.8,168,0
0.0,24.4,71.8,133,0
40.5,32.0,71.7,1285,1
0.0,24.8,73.7,289,0
0.0,32.5,62.7,1295,1
27.6,31.4,74.7,1371,0
299.3,23.5,76.1,622,0
13.1,32.3,86.6,121,0
194.2,25.4,80.9,758,0
54.8,32.2,62.5,1206,1
29.7,27.9,98.0,458,1
0.0,29.8,63.9,1184,1
134.6,25.8,88.5,590,1
0.0,27.5,68.1,81,0
0.0,26.5,73.2,207,0
113.2,31.6,86.9,1057,0
11.2,33.8,81.4,1099,1
0.0,24.9,55.7,228,0
0.0,32.4,75.2,1196,1
25.0,22.5,82.5,497,1
232.8,30.3,88.3,956,0
0.0,27.1,72.4,323,0
0.0,28.3,61.3,212,0
196.2,22.4,72.9,538,0
335.4,23.8,84.1,774,0
52.0,23.7,70.3,524,1
0.0,22.7,68.0,325,0
0.0,33.0,66.2,1218,1
0.0,34.3,72.9,1127,1
424.1,25.4,98.0,821,0
0.0,33.0,62.3,1212,1
328.2,26.4,61.8,849,0
0.0,30.5,69.1,133,0
0.0,28.0,63.4,248,1
43.8,31.8,79.2,1252,1
93.5,32.4,76.3,1030,1
168.2,28.6,85.4,782,0
306.5,26.7,71.4,939,0
366.5,28.0,85.2,791,0
145.9,22.8,90.2,514,1
332.0,28.2,90.7,878,0
19.1,23.8,76.5,405,1
103.7,27.0,74.8,818,1
7.6,27.0,76.4,331,0
34.8,29.7,73.1,1238,1
180.3,24.5,94.0,853,1
22.6,31.0,74.8,1183,1
112.3,26.3,82.2,420,0
14.7,27.2,62.4,86,1
67.3,23.1,73.1,456,1
0.0,32.3,68.8,59,0
28.0,32.8,82.1,1002,1
2.2,32.8,77.2,1080,1
13.6,26.8,71.1,294,0
7.1,33.9,51.4,1304,1
17.3,31.0,77.2,1168,1
305.6,30.4,87.5,923,0
0.0,22.9,70.2,414,1
1.9,27.8,80.5,376,1
48.8,32.9,76.3,1054,1
89.5,32.1,78.5,1050,1
0.0,28.4,59.8,101,0
107.8,29.4,83.5,871,0
371.1,26.9,71.9,798,0
108.0,29.7,75.2,1050,1
201.0,25.2,94.7,518,0
444.1,23.2,86.0,799,0
29.1,27.8,67.4,267,0
345.7,22.5,80.8,602,0
107.2,25.6,72.2,451,1
40.4,23.0,71.0,261,0
385.7,23.7,75.7,643,0
13.1,26.9,76.1,297,0
252.0,31.7,86.9,1013,0
0.0,30.5,73.5,1301,1
4.5,25.1,75.7,232,0
441.4,30.0,91.2,883,1
21.3,35.3,77.6,1094,1
4.2,30.0,78.7,1297,1
6.1,23.8,69.2,78,0
7.0,33.9,60.7,1410,1
250.1,29.7,79.5,985,0
178.7,23.4,91.8,664,1
0.0,30.9,69.1,1436,1
149.7,33.9,75.8,979,1
261.0,25.5,82.5,598,0
105.3,32.4,71.5,1021,1
0.0,31.8,81.5,1100,1
74.3,31.8,88.3,1070,1
153.1,29.4,72.4,779,0
411.5,25.2,88.0,830,1
0.0,32.3,56.8,1415,1
97.4,29.0,71.0,927,1
124.4,30.7,88.0,1039,1
165.5,28.5,86.6,1056,0
278.6,29.9,83.8,938,0
104.9,31.2,76.0,995,1
40.1,24.2,72.7,370,1
415.0,28.1,79.8,714,0
24.8,29.2,81.2,116,0
272.2,22.0,97.7,542,0
48.6,27.1,76.6,276,0
0.0,29.7,70.6,1219,0
0.0,30.9,56.5,151,0
56.0,35.2,73.3,1126,1
410.8,28.0,85.2,744,0
117.4,25.2,79.2,680,1
0.0,29.2,77.3,177,0
0.0,23.7,87.3,349,0
215.6,28.2,83.5,795,0
0.0,25.4,76.2,227,0
144.5,29.8,87.4,761,1
48.9,29.5,69.0,1080,0
111.1,27.6,86.9,1042,1
0.0,27.7,79.0,162,1
35.0,33.0,76.9,1188,1
26.9,29.8,69.0,323,0
300.9,27.6,88.7,946,0
0.0,32.0,70.5,1164,1
0.0,30.8,72.6,1386,0
0.0,25.9,78.2,176,0
389.5,23.2,79.6,717,0
0.2,27.7,79.8,1117,1
14.5,34.5,72.8,1126,1
0.0,29.2,74.8,1426,1
